user_id,total_orders,recency_days,m_proxy_value,as_of_date,R_score,F_score,M_score,RFM_Cell,rfm_segment
45873,19,49,303,2023-12-31,1,4,5,145,High-Value At-Risk
45874,18,32,434,2023-12-31,3,4,5,345,Need Attention
45875,10,0,48,2023-12-31,5,3,2,532,Average Purchaser
45876,9,21,83,2023-12-31,4,3,3,433,Average Purchaser
45877,7,15,51,2023-12-31,4,2,2,422,New / Promising
45878,6,21,39,2023-12-31,4,2,2,422,New / Promising
45879,15,10,139,2023-12-31,5,4,4,544,Champion / Loyal
45880,14,56,273,2023-12-31,1,4,5,145,High-Value At-Risk
45881,55,43,247,2023-12-31,2,5,5,255,High-Value At-Risk
45882,6,56,21,2023-12-31,1,2,1,121,Low-Value / Lost
45883,7,26,61,2023-12-31,3,2,2,322,Average Purchaser
45884,5,38,20,2023-12-31,2,1,1,211,Low-Value / Lost
45885,24,29,101,2023-12-31,3,4,3,343,Need Attention
45886,6,10,91,2023-12-31,5,2,3,523,New / Promising
45887,13,57,74,2023-12-31,1,3,3,133,Average Purchaser
45888,5,38,15,2023-12-31,2,1,1,211,Low-Value / Lost
45889,55,11,419,2023-12-31,5,5,5,555,Champion / Loyal
45890,9,48,112,2023-12-31,2,3,3,233,Average Purchaser
45891,39,57,216,2023-12-31,1,5,4,154,High-Value At-Risk
45892,49,21,938,2023-12-31,4,5,5,455,Champion / Loyal
45893,18,54,196,2023-12-31,1,4,4,144,High-Value At-Risk
45894,11,15,62,2023-12-31,4,3,2,432,Average Purchaser
45895,5,16,20,2023-12-31,4,1,1,411,New / Promising
45896,10,0,93,2023-12-31,5,3,3,533,Average Purchaser
45897,39,13,221,2023-12-31,4,5,4,454,Champion / Loyal
45898,12,0,58,2023-12-31,5,3,2,532,Average Purchaser
45899,14,20,27,2023-12-31,4,4,1,441,Average Purchaser
45900,6,51,17,2023-12-31,1,2,1,121,Low-Value / Lost
45901,19,30,72,2023-12-31,3,4,3,343,Need Attention
45902,8,53,159,2023-12-31,1,2,4,124,High-Value At-Risk
45903,12,34,235,2023-12-31,3,3,5,335,Need Attention
45904,57,8,791,2023-12-31,5,5,5,555,Champion / Loyal
45905,5,14,19,2023-12-31,4,1,1,411,New / Promising
45906,4,44,11,2023-12-31,2,1,1,211,Low-Value / Lost
45907,16,28,68,2023-12-31,3,4,3,343,Need Attention
45908,9,2,38,2023-12-31,5,3,2,532,Average Purchaser
45909,6,54,35,2023-12-31,1,2,2,122,Low-Value / Lost
45910,64,51,528,2023-12-31,1,5,5,155,High-Value At-Risk
45911,59,37,904,2023-12-31,2,5,5,255,High-Value At-Risk
45912,5,49,24,2023-12-31,1,1,1,111,Low-Value / Lost
45913,4,13,27,2023-12-31,4,1,1,411,New / Promising
45914,13,1,133,2023-12-31,5,3,4,534,Average Purchaser
45915,8,28,47,2023-12-31,3,2,2,322,Average Purchaser
45916,34,34,249,2023-12-31,3,5,5,355,Need Attention
45917,17,18,143,2023-12-31,4,4,4,444,Champion / Loyal
45918,9,52,26,2023-12-31,1,3,1,131,Average Purchaser
45919,4,50,7,2023-12-31,1,1,1,111,Low-Value / Lost
45920,14,8,86,2023-12-31,5,4,3,543,Average Purchaser
45921,5,23,67,2023-12-31,4,1,3,413,New / Promising
45922,5,14,21,2023-12-31,4,1,1,411,New / Promising
45923,4,42,28,2023-12-31,2,1,1,211,Low-Value / Lost
45924,7,6,29,2023-12-31,5,2,1,521,New / Promising
45925,5,18,47,2023-12-31,4,1,2,412,New / Promising
45926,7,18,39,2023-12-31,4,2,2,422,New / Promising
45927,10,51,80,2023-12-31,1,3,3,133,Average Purchaser
45928,26,22,89,2023-12-31,4,5,3,453,Average Purchaser
45929,14,23,49,2023-12-31,4,4,2,442,Average Purchaser
45930,87,33,1146,2023-12-31,3,5,5,355,Need Attention
45931,13,31,71,2023-12-31,3,3,3,333,Need Attention
45932,8,28,76,2023-12-31,3,2,3,323,Need Attention
45933,66,55,781,2023-12-31,1,5,5,155,High-Value At-Risk
45934,18,55,63,2023-12-31,1,4,3,143,High-Value At-Risk
45935,19,53,509,2023-12-31,1,4,5,145,High-Value At-Risk
45936,75,15,1027,2023-12-31,4,5,5,455,Champion / Loyal
45937,7,29,73,2023-12-31,3,2,3,323,Need Attention
45938,100,43,761,2023-12-31,2,5,5,255,High-Value At-Risk
45939,28,41,265,2023-12-31,2,5,5,255,High-Value At-Risk
45940,9,18,68,2023-12-31,4,3,3,433,Average Purchaser
45941,28,40,416,2023-12-31,2,5,5,255,High-Value At-Risk
45942,12,49,259,2023-12-31,1,3,5,135,High-Value At-Risk
45943,4,10,22,2023-12-31,5,1,1,511,New / Promising
45944,6,31,42,2023-12-31,3,2,2,322,Average Purchaser
45945,12,29,75,2023-12-31,3,3,3,333,Need Attention
45946,22,54,108,2023-12-31,1,4,3,143,High-Value At-Risk
45947,5,9,41,2023-12-31,5,1,2,512,New / Promising
45948,8,18,60,2023-12-31,4,2,2,422,New / Promising
45949,13,31,135,2023-12-31,3,3,4,334,Need Attention
45950,28,33,202,2023-12-31,3,5,4,354,Need Attention
45951,13,54,169,2023-12-31,1,3,4,134,High-Value At-Risk
45952,4,33,56,2023-12-31,3,1,2,312,Average Purchaser
45953,12,35,97,2023-12-31,3,3,3,333,Need Attention
45954,36,20,94,2023-12-31,4,5,3,453,Average Purchaser
45955,5,10,25,2023-12-31,5,1,1,511,New / Promising
45956,36,59,207,2023-12-31,1,5,4,154,High-Value At-Risk
45957,4,55,27,2023-12-31,1,1,1,111,Low-Value / Lost
45958,13,25,288,2023-12-31,3,3,5,335,Need Attention
45959,54,0,1028,2023-12-31,5,5,5,555,Champion / Loyal
45960,13,12,223,2023-12-31,5,3,4,534,Average Purchaser
45961,73,50,637,2023-12-31,1,5,5,155,High-Value At-Risk
45962,5,38,19,2023-12-31,2,1,1,211,Low-Value / Lost
45963,23,57,100,2023-12-31,1,4,3,143,High-Value At-Risk
45964,4,41,39,2023-12-31,2,1,2,212,Low-Value / Lost
45965,7,36,20,2023-12-31,3,2,1,321,Average Purchaser
45966,9,15,104,2023-12-31,4,3,3,433,Average Purchaser
45967,4,44,6,2023-12-31,2,1,1,211,Low-Value / Lost
45968,13,5,150,2023-12-31,5,3,4,534,Average Purchaser
45969,13,34,187,2023-12-31,3,3,4,334,Need Attention
45970,13,20,103,2023-12-31,4,3,3,433,Average Purchaser
45971,13,15,40,2023-12-31,4,3,2,432,Average Purchaser
45972,10,59,69,2023-12-31,1,3,3,133,Average Purchaser
45973,17,48,204,2023-12-31,2,4,4,244,High-Value At-Risk
45974,6,38,33,2023-12-31,2,2,2,222,Low-Value / Lost
45975,19,21,151,2023-12-31,4,4,4,444,Champion / Loyal
45976,30,17,151,2023-12-31,4,5,4,454,Champion / Loyal
45977,6,49,49,2023-12-31,1,2,2,122,Low-Value / Lost
45978,19,13,125,2023-12-31,4,4,4,444,Champion / Loyal
45979,4,42,8,2023-12-31,2,1,1,211,Low-Value / Lost
45980,7,30,26,2023-12-31,3,2,1,321,Average Purchaser
45981,21,34,60,2023-12-31,3,4,2,342,Need Attention
45982,18,39,344,2023-12-31,2,4,5,245,High-Value At-Risk
45983,7,44,49,2023-12-31,2,2,2,222,Low-Value / Lost
45984,8,22,21,2023-12-31,4,2,1,421,New / Promising
45985,10,51,86,2023-12-31,1,3,3,133,Average Purchaser
45986,40,12,192,2023-12-31,5,5,4,554,Champion / Loyal
45987,38,57,346,2023-12-31,1,5,5,155,High-Value At-Risk
45988,28,16,77,2023-12-31,4,5,3,453,Average Purchaser
45989,6,8,19,2023-12-31,5,2,1,521,New / Promising
45990,41,15,129,2023-12-31,4,5,4,454,Champion / Loyal
45991,41,45,132,2023-12-31,2,5,4,254,High-Value At-Risk
45992,8,43,62,2023-12-31,2,2,2,222,Low-Value / Lost
45993,26,37,466,2023-12-31,2,5,5,255,High-Value At-Risk
45994,19,15,345,2023-12-31,4,4,5,445,Champion / Loyal
45995,4,18,24,2023-12-31,4,1,1,411,New / Promising
45996,5,6,36,2023-12-31,5,1,2,512,New / Promising
45997,6,10,30,2023-12-31,5,2,1,521,New / Promising
45998,50,30,1294,2023-12-31,3,5,5,355,Need Attention
45999,4,11,28,2023-12-31,5,1,1,511,New / Promising
46000,33,32,446,2023-12-31,3,5,5,355,Need Attention
46001,9,19,120,2023-12-31,4,3,4,434,Average Purchaser
46002,8,31,45,2023-12-31,3,2,2,322,Average Purchaser
46003,5,45,48,2023-12-31,2,1,2,212,Low-Value / Lost
46004,31,0,203,2023-12-31,5,5,4,554,Champion / Loyal
46005,8,16,25,2023-12-31,4,2,1,421,New / Promising
46006,14,51,189,2023-12-31,1,4,4,144,High-Value At-Risk
46007,4,21,16,2023-12-31,4,1,1,411,New / Promising
46008,26,30,282,2023-12-31,3,5,5,355,Need Attention
46009,12,53,59,2023-12-31,1,3,2,132,Average Purchaser
46010,9,30,60,2023-12-31,3,3,2,332,Need Attention
46011,8,8,63,2023-12-31,5,2,3,523,New / Promising
46012,37,29,443,2023-12-31,3,5,5,355,Need Attention
46013,13,38,100,2023-12-31,2,3,3,233,Average Purchaser
46014,4,21,31,2023-12-31,4,1,1,411,New / Promising
46015,5,3,12,2023-12-31,5,1,1,511,New / Promising
46016,9,13,99,2023-12-31,4,3,3,433,Average Purchaser
46017,6,28,60,2023-12-31,3,2,2,322,Average Purchaser
46018,10,53,146,2023-12-31,1,3,4,134,High-Value At-Risk
46019,93,51,590,2023-12-31,1,5,5,155,High-Value At-Risk
46020,4,7,30,2023-12-31,5,1,1,511,New / Promising
46021,4,54,18,2023-12-31,1,1,1,111,Low-Value / Lost
46022,16,35,123,2023-12-31,3,4,4,344,Need Attention
46023,38,2,149,2023-12-31,5,5,4,554,Champion / Loyal
46024,4,56,6,2023-12-31,1,1,1,111,Low-Value / Lost
46025,6,51,74,2023-12-31,1,2,3,123,Average Purchaser
46026,7,1,50,2023-12-31,5,2,2,522,New / Promising
46027,19,50,124,2023-12-31,1,4,4,144,High-Value At-Risk
46028,10,17,84,2023-12-31,4,3,3,433,Average Purchaser
46029,5,55,23,2023-12-31,1,1,1,111,Low-Value / Lost
46030,4,26,37,2023-12-31,3,1,2,312,Average Purchaser
46031,6,18,65,2023-12-31,4,2,3,423,New / Promising
46032,36,11,409,2023-12-31,5,5,5,555,Champion / Loyal
46033,28,59,466,2023-12-31,1,5,5,155,High-Value At-Risk
46034,8,48,42,2023-12-31,2,2,2,222,Low-Value / Lost
46035,8,30,125,2023-12-31,3,2,4,324,Need Attention
46036,5,45,72,2023-12-31,2,1,3,213,Average Purchaser
46037,4,1,32,2023-12-31,5,1,1,511,New / Promising
46038,12,57,203,2023-12-31,1,3,4,134,High-Value At-Risk
46039,9,4,150,2023-12-31,5,3,4,534,Average Purchaser
46040,63,23,509,2023-12-31,4,5,5,455,Champion / Loyal
46041,10,2,69,2023-12-31,5,3,3,533,Average Purchaser
46042,5,33,49,2023-12-31,3,1,2,312,Average Purchaser
46043,26,47,217,2023-12-31,2,5,4,254,High-Value At-Risk
46044,17,10,62,2023-12-31,5,4,2,542,Average Purchaser
46045,19,13,150,2023-12-31,4,4,4,444,Champion / Loyal
46046,9,50,14,2023-12-31,1,3,1,131,Average Purchaser
46047,6,28,104,2023-12-31,3,2,3,323,Need Attention
46048,11,40,29,2023-12-31,2,3,1,231,Average Purchaser
46049,6,36,19,2023-12-31,3,2,1,321,Average Purchaser
46050,6,30,33,2023-12-31,3,2,2,322,Average Purchaser
46051,7,42,25,2023-12-31,2,2,1,221,Low-Value / Lost
46052,16,52,81,2023-12-31,1,4,3,143,High-Value At-Risk
46053,19,47,271,2023-12-31,2,4,5,245,High-Value At-Risk
46054,11,26,123,2023-12-31,3,3,4,334,Need Attention
46055,5,8,39,2023-12-31,5,1,2,512,New / Promising
46056,12,33,43,2023-12-31,3,3,2,332,Need Attention
46057,5,13,32,2023-12-31,4,1,1,411,New / Promising
46058,12,23,35,2023-12-31,4,3,2,432,Average Purchaser
46059,31,53,161,2023-12-31,1,5,4,154,High-Value At-Risk
46060,6,29,41,2023-12-31,3,2,2,322,Average Purchaser
46061,5,51,45,2023-12-31,1,1,2,112,Low-Value / Lost
46062,5,57,62,2023-12-31,1,1,2,112,Low-Value / Lost
46063,6,38,9,2023-12-31,2,2,1,221,Low-Value / Lost
46064,7,58,63,2023-12-31,1,2,3,123,Average Purchaser
46065,20,42,185,2023-12-31,2,4,4,244,High-Value At-Risk
46066,4,12,20,2023-12-31,5,1,1,511,New / Promising
46067,5,28,23,2023-12-31,3,1,1,311,Average Purchaser
46068,5,33,32,2023-12-31,3,1,1,311,Average Purchaser
46069,34,46,499,2023-12-31,2,5,5,255,High-Value At-Risk
46070,51,3,723,2023-12-31,5,5,5,555,Champion / Loyal
46071,18,10,147,2023-12-31,5,4,4,544,Champion / Loyal
46072,44,19,526,2023-12-31,4,5,5,455,Champion / Loyal
46073,8,31,107,2023-12-31,3,2,3,323,Need Attention
46074,5,10,8,2023-12-31,5,1,1,511,New / Promising
46075,6,50,55,2023-12-31,1,2,2,122,Low-Value / Lost
46076,13,18,157,2023-12-31,4,3,4,434,Average Purchaser
46077,7,27,27,2023-12-31,3,2,1,321,Average Purchaser
46078,31,43,394,2023-12-31,2,5,5,255,High-Value At-Risk
46079,22,31,333,2023-12-31,3,4,5,345,Need Attention
46080,7,42,30,2023-12-31,2,2,1,221,Low-Value / Lost
46081,27,19,638,2023-12-31,4,5,5,455,Champion / Loyal
46082,7,28,78,2023-12-31,3,2,3,323,Need Attention
46083,5,40,49,2023-12-31,2,1,2,212,Low-Value / Lost
46084,4,53,41,2023-12-31,1,1,2,112,Low-Value / Lost
46085,10,38,68,2023-12-31,2,3,3,233,Average Purchaser
46086,57,20,420,2023-12-31,4,5,5,455,Champion / Loyal
46087,100,23,1509,2023-12-31,4,5,5,455,Champion / Loyal
46088,6,43,86,2023-12-31,2,2,3,223,Average Purchaser
46089,15,58,134,2023-12-31,1,4,4,144,High-Value At-Risk
46090,17,43,157,2023-12-31,2,4,4,244,High-Value At-Risk
46091,7,8,19,2023-12-31,5,2,1,521,New / Promising
46092,42,46,827,2023-12-31,2,5,5,255,High-Value At-Risk
46093,33,13,395,2023-12-31,4,5,5,455,Champion / Loyal
46094,10,55,140,2023-12-31,1,3,4,134,High-Value At-Risk
46095,54,2,826,2023-12-31,5,5,5,555,Champion / Loyal
46096,19,34,134,2023-12-31,3,4,4,344,Need Attention
46097,28,38,279,2023-12-31,2,5,5,255,High-Value At-Risk
46098,4,54,29,2023-12-31,1,1,1,111,Low-Value / Lost
46099,51,29,877,2023-12-31,3,5,5,355,Need Attention
46100,14,51,78,2023-12-31,1,4,3,143,High-Value At-Risk
46101,18,4,285,2023-12-31,5,4,5,545,Champion / Loyal
46102,5,40,23,2023-12-31,2,1,1,211,Low-Value / Lost
46103,11,34,122,2023-12-31,3,3,4,334,Need Attention
46104,4,0,70,2023-12-31,5,1,3,513,New / Promising
46105,5,22,54,2023-12-31,4,1,2,412,New / Promising
46106,5,0,24,2023-12-31,5,1,1,511,New / Promising
46107,5,45,49,2023-12-31,2,1,2,212,Low-Value / Lost
46108,41,1,326,2023-12-31,5,5,5,555,Champion / Loyal
46109,8,16,27,2023-12-31,4,2,1,421,New / Promising
46110,4,30,21,2023-12-31,3,1,1,311,Average Purchaser
46111,54,16,592,2023-12-31,4,5,5,455,Champion / Loyal
46112,24,14,411,2023-12-31,4,4,5,445,Champion / Loyal
46113,12,27,137,2023-12-31,3,3,4,334,Need Attention
46114,4,19,27,2023-12-31,4,1,1,411,New / Promising
46115,26,50,257,2023-12-31,1,5,5,155,High-Value At-Risk
46116,8,33,18,2023-12-31,3,2,1,321,Average Purchaser
46117,22,38,240,2023-12-31,2,4,5,245,High-Value At-Risk
46118,7,37,110,2023-12-31,2,2,3,223,Average Purchaser
46119,6,53,85,2023-12-31,1,2,3,123,Average Purchaser
46120,14,46,54,2023-12-31,2,4,2,242,High-Value At-Risk
46121,5,39,24,2023-12-31,2,1,1,211,Low-Value / Lost
46122,5,15,60,2023-12-31,4,1,2,412,New / Promising
46123,7,44,53,2023-12-31,2,2,2,222,Low-Value / Lost
46124,15,42,43,2023-12-31,2,4,2,242,High-Value At-Risk
46125,21,26,347,2023-12-31,3,4,5,345,Need Attention
46126,28,12,357,2023-12-31,5,5,5,555,Champion / Loyal
46127,36,46,239,2023-12-31,2,5,5,255,High-Value At-Risk
46128,10,32,59,2023-12-31,3,3,2,332,Need Attention
46129,20,41,358,2023-12-31,2,4,5,245,High-Value At-Risk
46130,18,32,239,2023-12-31,3,4,5,345,Need Attention
46131,15,5,100,2023-12-31,5,4,3,543,Average Purchaser
46132,17,35,168,2023-12-31,3,4,4,344,Need Attention
46133,16,20,166,2023-12-31,4,4,4,444,Champion / Loyal
46134,7,54,46,2023-12-31,1,2,2,122,Low-Value / Lost
46135,5,21,50,2023-12-31,4,1,2,412,New / Promising
46136,9,46,91,2023-12-31,2,3,3,233,Average Purchaser
46137,7,48,81,2023-12-31,2,2,3,223,Average Purchaser
46138,6,17,51,2023-12-31,4,2,2,422,New / Promising
46139,5,20,30,2023-12-31,4,1,1,411,New / Promising
46140,66,33,1049,2023-12-31,3,5,5,355,Need Attention
46141,13,48,39,2023-12-31,2,3,2,232,Average Purchaser
46142,24,8,247,2023-12-31,5,4,5,545,Champion / Loyal
46143,12,51,73,2023-12-31,1,3,3,133,Average Purchaser
46144,4,33,49,2023-12-31,3,1,2,312,Average Purchaser
46145,7,55,39,2023-12-31,1,2,2,122,Low-Value / Lost
46146,27,34,218,2023-12-31,3,5,4,354,Need Attention
46147,5,58,18,2023-12-31,1,1,1,111,Low-Value / Lost
46148,7,13,61,2023-12-31,4,2,2,422,New / Promising
46149,4,6,35,2023-12-31,5,1,2,512,New / Promising
46150,11,41,131,2023-12-31,2,3,4,234,High-Value At-Risk
46151,4,58,41,2023-12-31,1,1,2,112,Low-Value / Lost
46152,48,38,176,2023-12-31,2,5,4,254,High-Value At-Risk
46153,26,2,234,2023-12-31,5,5,5,555,Champion / Loyal
46154,9,26,69,2023-12-31,3,3,3,333,Need Attention
46155,18,47,86,2023-12-31,2,4,3,243,High-Value At-Risk
46156,11,9,174,2023-12-31,5,3,4,534,Average Purchaser
46157,13,3,129,2023-12-31,5,3,4,534,Average Purchaser
46158,40,32,1117,2023-12-31,3,5,5,355,Need Attention
46159,7,30,44,2023-12-31,3,2,2,322,Average Purchaser
46160,19,12,483,2023-12-31,5,4,5,545,Champion / Loyal
46161,5,35,50,2023-12-31,3,1,2,312,Average Purchaser
46162,4,3,35,2023-12-31,5,1,2,512,New / Promising
46163,37,17,206,2023-12-31,4,5,4,454,Champion / Loyal
46164,4,40,81,2023-12-31,2,1,3,213,Average Purchaser
46165,18,16,152,2023-12-31,4,4,4,444,Champion / Loyal
46166,44,58,427,2023-12-31,1,5,5,155,High-Value At-Risk
46167,7,41,86,2023-12-31,2,2,3,223,Average Purchaser
46168,21,15,163,2023-12-31,4,4,4,444,Champion / Loyal
46169,24,8,212,2023-12-31,5,4,4,544,Champion / Loyal
46170,52,47,611,2023-12-31,2,5,5,255,High-Value At-Risk
46171,19,58,269,2023-12-31,1,4,5,145,High-Value At-Risk
46172,9,8,46,2023-12-31,5,3,2,532,Average Purchaser
46173,26,34,441,2023-12-31,3,5,5,355,Need Attention
46174,10,22,72,2023-12-31,4,3,3,433,Average Purchaser
46175,4,41,11,2023-12-31,2,1,1,211,Low-Value / Lost
46176,13,52,115,2023-12-31,1,3,4,134,High-Value At-Risk
46177,4,44,16,2023-12-31,2,1,1,211,Low-Value / Lost
46178,14,19,14,2023-12-31,4,4,1,441,Average Purchaser
46179,4,38,26,2023-12-31,2,1,1,211,Low-Value / Lost
46180,23,24,103,2023-12-31,4,4,3,443,Average Purchaser
46181,10,28,151,2023-12-31,3,3,4,334,Need Attention
46182,7,48,35,2023-12-31,2,2,2,222,Low-Value / Lost
46183,4,41,33,2023-12-31,2,1,2,212,Low-Value / Lost
46184,5,9,13,2023-12-31,5,1,1,511,New / Promising
46185,14,30,213,2023-12-31,3,4,4,344,Need Attention
46186,79,20,984,2023-12-31,4,5,5,455,Champion / Loyal
46187,47,6,423,2023-12-31,5,5,5,555,Champion / Loyal
46188,22,45,116,2023-12-31,2,4,4,244,High-Value At-Risk
46189,7,37,52,2023-12-31,2,2,2,222,Low-Value / Lost
46190,8,56,46,2023-12-31,1,2,2,122,Low-Value / Lost
46191,10,16,31,2023-12-31,4,3,1,431,Average Purchaser
46192,23,46,116,2023-12-31,2,4,4,244,High-Value At-Risk
46193,50,43,195,2023-12-31,2,5,4,254,High-Value At-Risk
46194,4,46,8,2023-12-31,2,1,1,211,Low-Value / Lost
46195,14,46,170,2023-12-31,2,4,4,244,High-Value At-Risk
46196,9,3,47,2023-12-31,5,3,2,532,Average Purchaser
46197,4,1,36,2023-12-31,5,1,2,512,New / Promising
46198,34,25,293,2023-12-31,3,5,5,355,Need Attention
46199,6,17,71,2023-12-31,4,2,3,423,New / Promising
46200,6,41,59,2023-12-31,2,2,2,222,Low-Value / Lost
46201,4,25,32,2023-12-31,3,1,1,311,Average Purchaser
46202,97,4,1167,2023-12-31,5,5,5,555,Champion / Loyal
46203,9,33,91,2023-12-31,3,3,3,333,Need Attention
46204,5,31,18,2023-12-31,3,1,1,311,Average Purchaser
46205,7,47,58,2023-12-31,2,2,2,222,Low-Value / Lost
46206,21,32,111,2023-12-31,3,4,3,343,Need Attention
46207,11,18,90,2023-12-31,4,3,3,433,Average Purchaser
46208,25,11,401,2023-12-31,5,5,5,555,Champion / Loyal
46209,9,54,106,2023-12-31,1,3,3,133,Average Purchaser
46210,6,28,60,2023-12-31,3,2,2,322,Average Purchaser
46211,24,15,64,2023-12-31,4,4,3,443,Average Purchaser
46212,7,32,109,2023-12-31,3,2,3,323,Need Attention
46213,25,18,314,2023-12-31,4,5,5,455,Champion / Loyal
46214,11,19,97,2023-12-31,4,3,3,433,Average Purchaser
46215,23,49,295,2023-12-31,1,4,5,145,High-Value At-Risk
46216,33,20,400,2023-12-31,4,5,5,455,Champion / Loyal
46217,10,20,49,2023-12-31,4,3,2,432,Average Purchaser
46218,11,19,135,2023-12-31,4,3,4,434,Average Purchaser
46219,12,8,162,2023-12-31,5,3,4,534,Average Purchaser
46220,9,12,95,2023-12-31,5,3,3,533,Average Purchaser
46221,5,30,6,2023-12-31,3,1,1,311,Average Purchaser
46222,20,9,130,2023-12-31,5,4,4,544,Champion / Loyal
46223,13,53,180,2023-12-31,1,3,4,134,High-Value At-Risk
46224,37,24,310,2023-12-31,4,5,5,455,Champion / Loyal
46225,4,32,21,2023-12-31,3,1,1,311,Average Purchaser
46226,22,4,187,2023-12-31,5,4,4,544,Champion / Loyal
46227,10,31,101,2023-12-31,3,3,3,333,Need Attention
46228,5,15,13,2023-12-31,4,1,1,411,New / Promising
46229,8,21,22,2023-12-31,4,2,1,421,New / Promising
46230,13,26,123,2023-12-31,3,3,4,334,Need Attention
46231,44,55,266,2023-12-31,1,5,5,155,High-Value At-Risk
46232,4,26,26,2023-12-31,3,1,1,311,Average Purchaser
46233,26,41,316,2023-12-31,2,5,5,255,High-Value At-Risk
46234,32,48,214,2023-12-31,2,5,4,254,High-Value At-Risk
46235,22,34,111,2023-12-31,3,4,3,343,Need Attention
46236,37,38,418,2023-12-31,2,5,5,255,High-Value At-Risk
46237,23,32,168,2023-12-31,3,4,4,344,Need Attention
46238,16,30,88,2023-12-31,3,4,3,343,Need Attention
46239,11,59,88,2023-12-31,1,3,3,133,Average Purchaser
46240,7,50,54,2023-12-31,1,2,2,122,Low-Value / Lost
46241,20,19,355,2023-12-31,4,4,5,445,Champion / Loyal
46242,7,57,115,2023-12-31,1,2,4,124,High-Value At-Risk
46243,15,7,167,2023-12-31,5,4,4,544,Champion / Loyal
46244,47,12,388,2023-12-31,5,5,5,555,Champion / Loyal
46245,4,41,22,2023-12-31,2,1,1,211,Low-Value / Lost
46246,4,32,12,2023-12-31,3,1,1,311,Average Purchaser
46247,16,57,134,2023-12-31,1,4,4,144,High-Value At-Risk
46248,77,11,520,2023-12-31,5,5,5,555,Champion / Loyal
46249,12,0,158,2023-12-31,5,3,4,534,Average Purchaser
46250,4,13,19,2023-12-31,4,1,1,411,New / Promising
46251,37,9,328,2023-12-31,5,5,5,555,Champion / Loyal
46252,31,43,128,2023-12-31,2,5,4,254,High-Value At-Risk
46253,10,32,146,2023-12-31,3,3,4,334,Need Attention
46254,21,2,657,2023-12-31,5,4,5,545,Champion / Loyal
46255,43,2,508,2023-12-31,5,5,5,555,Champion / Loyal
46256,12,25,180,2023-12-31,3,3,4,334,Need Attention
46257,39,23,520,2023-12-31,4,5,5,455,Champion / Loyal
46258,19,30,147,2023-12-31,3,4,4,344,Need Attention
46259,35,49,145,2023-12-31,1,5,4,154,High-Value At-Risk
46260,17,54,74,2023-12-31,1,4,3,143,High-Value At-Risk
46261,10,10,57,2023-12-31,5,3,2,532,Average Purchaser
46262,16,53,88,2023-12-31,1,4,3,143,High-Value At-Risk
46263,14,36,98,2023-12-31,3,4,3,343,Need Attention
46264,27,17,515,2023-12-31,4,5,5,455,Champion / Loyal
46265,27,20,375,2023-12-31,4,5,5,455,Champion / Loyal
46266,23,59,125,2023-12-31,1,4,4,144,High-Value At-Risk
46267,15,21,110,2023-12-31,4,4,3,443,Average Purchaser
46268,10,51,77,2023-12-31,1,3,3,133,Average Purchaser
46269,4,5,24,2023-12-31,5,1,1,511,New / Promising
46270,12,42,60,2023-12-31,2,3,2,232,Average Purchaser
46271,12,48,150,2023-12-31,2,3,4,234,High-Value At-Risk
46272,81,16,264,2023-12-31,4,5,5,455,Champion / Loyal
46273,27,22,699,2023-12-31,4,5,5,455,Champion / Loyal
46274,8,40,56,2023-12-31,2,2,2,222,Low-Value / Lost
46275,16,34,188,2023-12-31,3,4,4,344,Need Attention
46276,66,12,805,2023-12-31,5,5,5,555,Champion / Loyal
46277,26,27,235,2023-12-31,3,5,5,355,Need Attention
46278,53,50,506,2023-12-31,1,5,5,155,High-Value At-Risk
46279,7,55,76,2023-12-31,1,2,3,123,Average Purchaser
46280,29,21,252,2023-12-31,4,5,5,455,Champion / Loyal
46281,12,8,29,2023-12-31,5,3,1,531,Average Purchaser
46282,5,57,45,2023-12-31,1,1,2,112,Low-Value / Lost
46283,14,41,57,2023-12-31,2,4,2,242,High-Value At-Risk
46284,23,47,110,2023-12-31,2,4,3,243,High-Value At-Risk
46285,32,6,218,2023-12-31,5,5,4,554,Champion / Loyal
46286,17,8,137,2023-12-31,5,4,4,544,Champion / Loyal
46287,6,41,77,2023-12-31,2,2,3,223,Average Purchaser
46288,12,45,115,2023-12-31,2,3,4,234,High-Value At-Risk
46289,6,5,30,2023-12-31,5,2,1,521,New / Promising
46290,41,53,410,2023-12-31,1,5,5,155,High-Value At-Risk
46291,77,51,1220,2023-12-31,1,5,5,155,High-Value At-Risk
46292,36,14,465,2023-12-31,4,5,5,455,Champion / Loyal
46293,30,10,222,2023-12-31,5,5,4,554,Champion / Loyal
46294,13,54,237,2023-12-31,1,3,5,135,High-Value At-Risk
46295,20,17,424,2023-12-31,4,4,5,445,Champion / Loyal
46296,16,58,70,2023-12-31,1,4,3,143,High-Value At-Risk
46297,53,48,402,2023-12-31,2,5,5,255,High-Value At-Risk
46298,5,11,62,2023-12-31,5,1,2,512,New / Promising
46299,9,36,86,2023-12-31,3,3,3,333,Need Attention
46300,8,3,118,2023-12-31,5,2,4,524,New / Promising
46301,14,55,80,2023-12-31,1,4,3,143,High-Value At-Risk
46302,15,0,160,2023-12-31,5,4,4,544,Champion / Loyal
46303,45,51,308,2023-12-31,1,5,5,155,High-Value At-Risk
