user_id,product_id,last_product_order_ts,last_purchase_days_ago,avg_replenishment_days,mock_inventory,overdue_ratio,R_score,F_score,M_score,rfm_segment,risk_id
42,48246,2023-05-25,220,21.0,499,10.48,5,4,4,Champion / Loyal,job_e06ac3b9:42:48246
17,43986,2023-06-15,199,19.0,224,10.47,1,5,5,High-Value At-Risk,job_e06ac3b9:17:43986
55,23996,2023-09-07,115,11.0,358,10.45,3,2,3,Need Attention,job_e06ac3b9:55:23996
46,2646,2023-08-12,141,13.5,450,10.44,1,4,4,High-Value At-Risk,job_e06ac3b9:46:2646
63,23695,2022-12-10,386,37.0,278,10.43,3,5,5,Need Attention,job_e06ac3b9:63:23695
48,23909,2023-08-18,135,13.0,428,10.38,1,3,3,Average Purchaser,job_e06ac3b9:48:23909
63,18027,2023-04-05,270,26.0,299,10.38,3,5,5,Need Attention,job_e06ac3b9:63:18027
48,18232,2023-05-27,218,21.0,201,10.38,1,3,3,Average Purchaser,job_e06ac3b9:48:18232
43,31846,2023-08-13,140,13.5,53,10.37,1,3,4,High-Value At-Risk,job_e06ac3b9:43:31846
28,49175,2023-03-16,290,28.0,419,10.36,3,5,4,Need Attention,job_e06ac3b9:28:49175
28,16137,2023-03-16,290,28.0,61,10.36,3,5,4,Need Attention,job_e06ac3b9:28:16137
42,30307,2023-07-08,176,17.0,497,10.35,5,4,4,Champion / Loyal,job_e06ac3b9:42:30307
40,23472,2023-08-03,150,14.5,333,10.34,2,3,3,Average Purchaser,job_e06ac3b9:40:23472
52,49235,2023-08-29,124,12.0,416,10.33,3,5,4,Need Attention,job_e06ac3b9:52:49235
54,24382,2023-03-07,299,29.0,250,10.31,4,5,5,Champion / Loyal,job_e06ac3b9:54:24382
14,30517,2023-07-09,175,17.0,383,10.29,2,4,4,High-Value At-Risk,job_e06ac3b9:14:30517
14,34229,2023-07-09,175,17.0,381,10.29,2,4,4,High-Value At-Risk,job_e06ac3b9:14:34229
28,32828,2023-08-09,144,14.0,59,10.29,3,5,4,Need Attention,job_e06ac3b9:28:32828
36,23517,2023-01-26,339,33.0,388,10.27,2,5,4,High-Value At-Risk,job_e06ac3b9:36:23517
24,44172,2023-07-30,154,15.0,432,10.27,2,4,2,High-Value At-Risk,job_e06ac3b9:24:44172
36,33535,2023-01-26,339,33.0,72,10.27,2,5,4,High-Value At-Risk,job_e06ac3b9:36:33535
21,17038,2023-01-27,338,33.0,130,10.24,3,5,4,Need Attention,job_e06ac3b9:21:17038
54,12250,2023-02-27,307,30.0,496,10.23,4,5,5,Champion / Loyal,job_e06ac3b9:54:12250
14,8670,2023-02-17,317,31.0,242,10.23,2,4,4,High-Value At-Risk,job_e06ac3b9:14:8670
46,22959,2023-06-10,204,20.0,252,10.2,1,4,4,High-Value At-Risk,job_e06ac3b9:46:22959
2,47144,2023-06-10,204,20.0,448,10.2,5,4,4,Champion / Loyal,job_e06ac3b9:2:47144
36,17072,2023-05-31,214,21.0,276,10.19,2,5,4,High-Value At-Risk,job_e06ac3b9:36:17072
54,26347,2023-05-31,214,21.0,351,10.19,4,5,5,Champion / Loyal,job_e06ac3b9:54:26347
23,23734,2023-09-10,112,11.0,430,10.18,1,1,2,Low-Value / Lost,job_e06ac3b9:23:23734
17,27629,2023-02-04,330,32.5,157,10.15,1,5,5,High-Value At-Risk,job_e06ac3b9:17:27629
27,33575,2023-06-11,203,20.0,370,10.15,3,5,5,Need Attention,job_e06ac3b9:27:33575
54,45535,2023-06-01,213,21.0,70,10.14,4,5,5,Champion / Loyal,job_e06ac3b9:54:45535
60,43768,2023-05-22,223,22.0,145,10.14,4,3,3,Average Purchaser,job_e06ac3b9:60:43768
59,13874,2023-06-01,213,21.0,275,10.14,1,3,3,Average Purchaser,job_e06ac3b9:59:13874
60,24184,2023-05-22,223,22.0,138,10.14,4,3,3,Average Purchaser,job_e06ac3b9:60:24184
60,21938,2023-05-22,223,22.0,471,10.14,4,3,3,Average Purchaser,job_e06ac3b9:60:21938
63,5322,2023-09-21,101,10.0,221,10.1,3,5,5,Need Attention,job_e06ac3b9:63:5322
32,17224,2023-09-21,101,10.0,414,10.1,4,2,4,New / Promising,job_e06ac3b9:32:17224
2,21150,2023-06-02,212,21.0,60,10.1,5,4,4,Champion / Loyal,job_e06ac3b9:2:21150
43,38154,2023-09-11,111,11.0,368,10.09,1,3,4,High-Value At-Risk,job_e06ac3b9:43:38154
43,22524,2023-09-11,111,11.0,429,10.09,1,3,4,High-Value At-Risk,job_e06ac3b9:43:22524
12,48835,2023-08-22,131,13.0,250,10.08,3,2,3,Need Attention,job_e06ac3b9:12:48835
23,47141,2023-08-27,126,12.5,336,10.08,1,1,2,Low-Value / Lost,job_e06ac3b9:23:47141
62,8277,2023-08-12,141,14.0,155,10.07,3,3,3,Need Attention,job_e06ac3b9:62:8277
63,2450,2023-02-02,332,33.0,311,10.06,3,5,5,Need Attention,job_e06ac3b9:63:2450
28,49236,2023-06-03,211,21.0,168,10.05,3,5,4,Need Attention,job_e06ac3b9:28:49236
28,31215,2023-06-03,211,21.0,360,10.05,3,5,4,Need Attention,job_e06ac3b9:28:31215
38,26133,2023-05-29,216,21.5,354,10.05,4,3,4,Average Purchaser,job_e06ac3b9:38:26133
17,18534,2023-10-12,80,8.0,482,10.0,1,5,5,High-Value At-Risk,job_e06ac3b9:17:18534
63,9154,2023-04-05,270,27.0,201,10.0,3,5,5,Need Attention,job_e06ac3b9:63:9154
37,21938,2023-05-25,220,22.0,471,10.0,4,4,4,Champion / Loyal,job_e06ac3b9:37:21938
14,49481,2023-04-10,265,26.5,465,10.0,2,4,4,High-Value At-Risk,job_e06ac3b9:14:49481
63,8479,2023-04-05,270,27.0,154,10.0,3,5,5,Need Attention,job_e06ac3b9:63:8479
54,28204,2023-07-04,180,18.0,187,10.0,4,5,5,Champion / Loyal,job_e06ac3b9:54:28204
57,6753,2023-10-12,80,8.0,354,10.0,1,4,3,High-Value At-Risk,job_e06ac3b9:57:6753
46,41164,2023-04-16,259,26.0,354,9.96,1,4,4,High-Value At-Risk,job_e06ac3b9:46:41164
35,9076,2023-07-15,169,17.0,294,9.94,1,3,4,High-Value At-Risk,job_e06ac3b9:35:9076
54,42585,2023-08-14,139,14.0,369,9.93,4,5,5,Champion / Loyal,job_e06ac3b9:54:42585
52,46149,2023-08-24,129,13.0,168,9.92,3,5,4,Need Attention,job_e06ac3b9:52:46149
31,25132,2023-09-03,119,12.0,73,9.92,4,4,5,Champion / Loyal,job_e06ac3b9:31:25132
33,49517,2023-08-24,129,13.0,152,9.92,1,1,2,Low-Value / Lost,job_e06ac3b9:33:49517
48,36695,2023-05-27,218,22.0,177,9.91,1,3,3,Average Purchaser,job_e06ac3b9:48:36695
46,39993,2023-05-27,218,22.0,398,9.91,1,4,4,High-Value At-Risk,job_e06ac3b9:46:39993
10,23165,2023-10-13,79,8.0,120,9.88,5,2,4,New / Promising,job_e06ac3b9:10:23165
54,38266,2023-05-03,242,24.5,456,9.88,4,5,5,Champion / Loyal,job_e06ac3b9:54:38266
56,36361,2023-10-23,69,7.0,253,9.86,2,3,4,High-Value At-Risk,job_e06ac3b9:56:36361
56,25513,2023-10-23,69,7.0,261,9.86,2,3,4,High-Value At-Risk,job_e06ac3b9:56:25513
56,29126,2023-10-23,69,7.0,358,9.86,2,3,4,High-Value At-Risk,job_e06ac3b9:56:29126
58,41406,2023-08-15,138,14.0,151,9.86,4,4,3,Average Purchaser,job_e06ac3b9:58:41406
26,45650,2023-08-15,138,14.0,411,9.86,5,3,2,Average Purchaser,job_e06ac3b9:26:45650
36,31342,2023-08-15,138,14.0,178,9.86,2,5,4,High-Value At-Risk,job_e06ac3b9:36:31342
60,35951,2023-06-17,197,20.0,282,9.85,4,3,3,Average Purchaser,job_e06ac3b9:60:35951
14,48190,2023-04-10,265,27.0,395,9.81,2,4,4,High-Value At-Risk,job_e06ac3b9:14:48190
49,31040,2023-06-18,196,20.0,495,9.8,1,3,2,Average Purchaser,job_e06ac3b9:49:31040
21,48988,2023-09-24,98,10.0,399,9.8,3,5,4,Need Attention,job_e06ac3b9:21:48988
57,28312,2023-08-16,137,14.0,200,9.79,1,4,3,High-Value At-Risk,job_e06ac3b9:57:28312
14,17923,2023-06-09,205,21.0,207,9.76,2,4,4,High-Value At-Risk,job_e06ac3b9:14:17923
49,44359,2023-09-05,117,12.0,452,9.75,1,3,2,Average Purchaser,job_e06ac3b9:49:44359
63,38508,2023-06-19,195,20.0,60,9.75,3,5,5,Need Attention,job_e06ac3b9:63:38508
62,48647,2023-08-12,141,14.5,140,9.72,3,3,3,Need Attention,job_e06ac3b9:62:48647
21,24852,2023-07-14,170,17.5,437,9.71,3,5,4,Need Attention,job_e06ac3b9:21:24852
38,18908,2023-06-20,194,20.0,211,9.7,4,3,4,Average Purchaser,job_e06ac3b9:38:18908
43,23909,2023-08-27,126,13.0,428,9.69,1,3,4,High-Value At-Risk,job_e06ac3b9:43:23909
54,29487,2023-06-01,213,22.0,62,9.68,4,5,5,Champion / Loyal,job_e06ac3b9:54:29487
27,27735,2023-06-11,203,21.0,311,9.67,3,5,5,Need Attention,job_e06ac3b9:27:27735
63,22963,2023-04-05,270,28.0,167,9.64,3,5,5,Need Attention,job_e06ac3b9:63:22963
63,36735,2023-04-05,270,28.0,61,9.64,3,5,5,Need Attention,job_e06ac3b9:63:36735
38,10814,2023-05-29,216,22.5,129,9.6,4,3,4,Average Purchaser,job_e06ac3b9:38:10814
28,25588,2023-08-09,144,15.0,382,9.6,3,5,4,Need Attention,job_e06ac3b9:28:25588
28,36135,2023-09-07,115,12.0,150,9.58,3,5,4,Need Attention,job_e06ac3b9:28:36135
28,3672,2023-09-07,115,12.0,298,9.58,3,5,4,Need Attention,job_e06ac3b9:28:3672
31,41131,2023-09-12,110,11.5,151,9.57,4,4,5,Champion / Loyal,job_e06ac3b9:31:41131
63,16973,2023-04-07,268,28.0,419,9.57,3,5,5,Need Attention,job_e06ac3b9:63:16973
31,31081,2023-09-12,110,11.5,137,9.57,4,4,5,Champion / Loyal,job_e06ac3b9:31:31081
31,28155,2023-09-12,110,11.5,476,9.57,4,4,5,Champion / Loyal,job_e06ac3b9:31:28155
31,23009,2023-09-12,110,11.5,447,9.57,4,4,5,Champion / Loyal,job_e06ac3b9:31:23009
21,23729,2023-10-06,86,9.0,99,9.56,3,5,4,Need Attention,job_e06ac3b9:21:23729
37,8239,2023-05-06,239,25.0,449,9.56,4,4,4,Champion / Loyal,job_e06ac3b9:37:8239
37,18891,2023-05-06,239,25.0,259,9.56,4,4,4,Champion / Loyal,job_e06ac3b9:37:18891
31,37084,2023-09-17,105,11.0,230,9.55,4,4,5,Champion / Loyal,job_e06ac3b9:31:37084
35,19677,2023-06-23,191,20.0,454,9.55,1,3,4,High-Value At-Risk,job_e06ac3b9:35:19677
31,18752,2023-09-17,105,11.0,483,9.55,4,4,5,Champion / Loyal,job_e06ac3b9:31:18752
62,28289,2023-06-28,186,19.5,243,9.54,3,3,3,Need Attention,job_e06ac3b9:62:28289
14,4497,2023-06-09,205,21.5,230,9.53,2,4,4,High-Value At-Risk,job_e06ac3b9:14:4497
14,37725,2023-06-09,205,21.5,210,9.53,2,4,4,High-Value At-Risk,job_e06ac3b9:14:37725
48,11046,2023-07-22,162,17.0,207,9.53,1,3,3,Average Purchaser,job_e06ac3b9:48:11046
27,43340,2023-07-22,162,17.0,270,9.53,3,5,5,Need Attention,job_e06ac3b9:27:43340
54,32578,2023-06-14,200,21.0,410,9.52,4,5,5,Champion / Loyal,job_e06ac3b9:54:32578
31,36691,2023-09-27,95,10.0,82,9.5,4,4,5,Champion / Loyal,job_e06ac3b9:31:36691
31,48988,2023-09-27,95,10.0,399,9.5,4,4,5,Champion / Loyal,job_e06ac3b9:31:48988
35,39097,2023-04-28,247,26.0,369,9.5,1,3,4,High-Value At-Risk,job_e06ac3b9:35:39097
27,5876,2022-12-22,374,39.5,223,9.47,3,5,5,Need Attention,job_e06ac3b9:27:5876
24,6184,2023-10-21,71,7.5,457,9.47,2,4,2,High-Value At-Risk,job_e06ac3b9:24:6184
14,30295,2023-04-10,265,28.0,306,9.46,2,4,4,High-Value At-Risk,job_e06ac3b9:14:30295
7,21298,2023-09-09,113,12.0,90,9.42,1,4,4,High-Value At-Risk,job_e06ac3b9:7:21298
54,29007,2023-07-05,179,19.0,304,9.42,4,5,5,Champion / Loyal,job_e06ac3b9:54:29007
50,48775,2023-06-07,207,22.0,376,9.41,5,5,5,Champion / Loyal,job_e06ac3b9:50:48775
52,41400,2023-09-28,94,10.0,346,9.4,3,5,4,Need Attention,job_e06ac3b9:52:41400
46,39408,2023-08-12,141,15.0,74,9.4,1,4,4,High-Value At-Risk,job_e06ac3b9:46:39408
46,40910,2023-08-12,141,15.0,284,9.4,1,4,4,High-Value At-Risk,job_e06ac3b9:46:40910
62,47209,2023-08-12,141,15.0,180,9.4,3,3,3,Need Attention,job_e06ac3b9:62:47209
63,6543,2023-04-12,263,28.0,52,9.39,3,5,5,Need Attention,job_e06ac3b9:63:6543
63,22658,2023-04-12,263,28.0,134,9.39,3,5,5,Need Attention,job_e06ac3b9:63:22658
28,31717,2023-05-15,230,24.5,377,9.39,3,5,4,Need Attention,job_e06ac3b9:28:31717
63,14129,2023-06-17,197,21.0,127,9.38,3,5,5,Need Attention,job_e06ac3b9:63:14129
12,11845,2023-08-22,131,14.0,299,9.36,3,2,3,Need Attention,job_e06ac3b9:12:11845
3,16965,2023-09-10,112,12.0,272,9.33,3,3,3,Need Attention,job_e06ac3b9:3:16965
43,12870,2023-08-13,140,15.0,108,9.33,1,3,4,High-Value At-Risk,job_e06ac3b9:43:12870
22,5450,2023-08-27,126,13.5,459,9.33,1,4,3,High-Value At-Risk,job_e06ac3b9:22:5450
22,41950,2023-08-27,126,13.5,369,9.33,1,4,3,High-Value At-Risk,job_e06ac3b9:22:41950
27,11195,2023-09-29,93,10.0,397,9.3,3,5,5,Need Attention,job_e06ac3b9:27:11195
27,1998,2023-09-29,93,10.0,469,9.3,3,5,5,Need Attention,job_e06ac3b9:27:1998
14,11703,2023-04-10,265,28.5,415,9.3,2,4,4,High-Value At-Risk,job_e06ac3b9:14:11703
27,48870,2023-09-29,93,10.0,112,9.3,3,5,5,Need Attention,job_e06ac3b9:27:48870
27,30567,2023-09-29,93,10.0,310,9.3,3,5,5,Need Attention,job_e06ac3b9:27:30567
27,30334,2023-09-29,93,10.0,261,9.3,3,5,5,Need Attention,job_e06ac3b9:27:30334
54,44142,2023-06-14,200,21.5,291,9.3,4,5,5,Champion / Loyal,job_e06ac3b9:54:44142
40,11777,2023-08-23,130,14.0,181,9.29,2,3,3,Average Purchaser,job_e06ac3b9:40:11777
41,8277,2023-08-23,130,14.0,155,9.29,1,2,3,Average Purchaser,job_e06ac3b9:41:8277
2,8138,2023-05-22,223,24.0,357,9.29,5,4,4,Champion / Loyal,job_e06ac3b9:2:8138
41,25890,2023-08-23,130,14.0,288,9.29,1,2,3,Average Purchaser,job_e06ac3b9:41:25890
63,2205,2023-06-19,195,21.0,148,9.29,3,5,5,Need Attention,job_e06ac3b9:63:2205
27,16797,2023-07-08,176,19.0,432,9.26,3,5,5,Need Attention,job_e06ac3b9:27:16797
9,5002,2023-09-30,92,10.0,466,9.2,3,1,3,Need Attention,job_e06ac3b9:9:5002
48,34137,2023-09-30,92,10.0,462,9.2,1,3,3,Average Purchaser,job_e06ac3b9:48:34137
17,38618,2023-07-23,161,17.5,144,9.2,1,5,5,High-Value At-Risk,job_e06ac3b9:17:38618
48,33002,2023-09-30,92,10.0,72,9.2,1,3,3,Average Purchaser,job_e06ac3b9:48:33002
48,11453,2023-09-30,92,10.0,207,9.2,1,3,3,Average Purchaser,job_e06ac3b9:48:11453
62,1158,2023-07-28,156,17.0,435,9.18,3,3,3,Need Attention,job_e06ac3b9:62:1158
52,7987,2023-05-16,229,25.0,211,9.16,3,5,4,Need Attention,job_e06ac3b9:52:7987
35,44201,2023-04-28,247,27.0,323,9.15,1,3,4,High-Value At-Risk,job_e06ac3b9:35:44201
54,49683,2023-05-07,238,26.0,193,9.15,4,5,5,Champion / Loyal,job_e06ac3b9:54:49683
52,46061,2023-08-16,137,15.0,132,9.13,3,5,4,Need Attention,job_e06ac3b9:52:46061
58,11398,2023-08-16,137,15.0,378,9.13,4,4,3,Average Purchaser,job_e06ac3b9:58:11398
1,17122,2023-08-16,137,15.0,162,9.13,2,3,2,Average Purchaser,job_e06ac3b9:1:17122
52,49243,2023-08-16,137,15.0,377,9.13,3,5,4,Need Attention,job_e06ac3b9:52:49243
1,41787,2023-08-16,137,15.0,230,9.13,2,3,2,Average Purchaser,job_e06ac3b9:1:41787
1,10326,2023-08-16,137,15.0,196,9.13,2,3,2,Average Purchaser,job_e06ac3b9:1:10326
26,8758,2023-07-29,155,17.0,476,9.12,5,3,2,Average Purchaser,job_e06ac3b9:26:8758
11,18987,2023-08-07,146,16.0,249,9.12,4,2,3,New / Promising,job_e06ac3b9:11:18987
38,27086,2023-10-10,82,9.0,288,9.11,4,3,4,Average Purchaser,job_e06ac3b9:38:27086
12,28342,2023-10-01,91,10.0,425,9.1,3,2,3,Need Attention,job_e06ac3b9:12:28342
2,9681,2023-06-23,191,21.0,401,9.1,5,4,4,Champion / Loyal,job_e06ac3b9:2:9681
2,24954,2023-06-23,191,21.0,446,9.1,5,4,4,Champion / Loyal,job_e06ac3b9:2:24954
35,47280,2023-06-23,191,21.0,215,9.1,1,3,4,High-Value At-Risk,job_e06ac3b9:35:47280
55,25584,2023-09-22,100,11.0,132,9.09,3,2,3,Need Attention,job_e06ac3b9:55:25584
27,27117,2023-08-26,127,14.0,488,9.07,3,5,5,Need Attention,job_e06ac3b9:27:27117
24,46061,2023-08-17,136,15.0,132,9.07,2,4,2,High-Value At-Risk,job_e06ac3b9:24:46061
54,15261,2023-05-23,222,24.5,64,9.06,4,5,5,Champion / Loyal,job_e06ac3b9:54:15261
63,11512,2023-06-24,190,21.0,270,9.05,3,5,5,Need Attention,job_e06ac3b9:63:11512
14,14875,2023-05-10,235,26.0,125,9.04,2,4,4,High-Value At-Risk,job_e06ac3b9:14:14875
42,28199,2023-07-08,176,19.5,404,9.03,5,4,4,Champion / Loyal,job_e06ac3b9:42:28199
54,18849,2023-03-09,297,33.0,70,9.0,4,5,5,Champion / Loyal,job_e06ac3b9:54:18849
41,12276,2023-09-14,108,12.0,215,9.0,1,2,3,Average Purchaser,job_e06ac3b9:41:12276
43,25132,2023-09-14,108,12.0,73,9.0,1,3,4,High-Value At-Risk,job_e06ac3b9:43:25132
41,16965,2023-09-14,108,12.0,272,9.0,1,2,3,Average Purchaser,job_e06ac3b9:41:16965
58,23734,2023-09-23,99,11.0,430,9.0,4,4,3,Average Purchaser,job_e06ac3b9:58:23734
37,31727,2023-03-27,279,31.0,403,9.0,4,4,4,Champion / Loyal,job_e06ac3b9:37:31727
54,4796,2023-06-16,198,22.0,289,9.0,4,5,5,Champion / Loyal,job_e06ac3b9:54:4796
43,33780,2023-09-14,108,12.0,436,9.0,1,3,4,High-Value At-Risk,job_e06ac3b9:43:33780
55,43352,2023-10-20,72,8.0,462,9.0,3,2,3,Need Attention,job_e06ac3b9:55:43352
27,29328,2023-07-09,175,19.5,229,8.97,3,5,5,Need Attention,job_e06ac3b9:27:29328
63,41618,2023-03-10,296,33.0,433,8.97,3,5,5,Need Attention,job_e06ac3b9:63:41618
27,42265,2023-07-09,175,19.5,161,8.97,3,5,5,Need Attention,job_e06ac3b9:27:42265
10,39877,2023-10-25,67,7.5,486,8.93,5,2,4,New / Promising,job_e06ac3b9:10:39877
3,39922,2023-07-10,174,19.5,127,8.92,3,3,3,Need Attention,job_e06ac3b9:3:39922
17,29589,2023-09-15,107,12.0,158,8.92,1,5,5,High-Value At-Risk,job_e06ac3b9:17:29589
50,39190,2023-09-24,98,11.0,468,8.91,5,5,5,Champion / Loyal,job_e06ac3b9:50:39190
33,35458,2023-08-24,129,14.5,374,8.9,1,1,2,Low-Value / Lost,job_e06ac3b9:33:35458
27,24236,2023-07-15,169,19.0,371,8.89,3,5,5,Need Attention,job_e06ac3b9:27:24236
32,33754,2023-10-12,80,9.0,381,8.89,4,2,4,New / Promising,job_e06ac3b9:32:33754
39,23291,2023-10-21,71,8.0,344,8.88,5,2,4,New / Promising,job_e06ac3b9:39:23291
54,8239,2023-05-23,222,25.0,449,8.88,4,5,5,Champion / Loyal,job_e06ac3b9:54:8239
14,40478,2023-05-10,235,26.5,356,8.87,2,4,4,High-Value At-Risk,job_e06ac3b9:14:40478
27,19548,2023-05-24,221,25.0,404,8.84,3,5,5,Need Attention,job_e06ac3b9:27:19548
2,49451,2023-06-02,212,24.0,362,8.83,5,4,4,Champion / Loyal,job_e06ac3b9:2:49451
38,5025,2023-06-20,194,22.0,173,8.82,4,3,4,Average Purchaser,job_e06ac3b9:38:5025
35,22963,2023-04-28,247,28.0,167,8.82,1,3,4,High-Value At-Risk,job_e06ac3b9:35:22963
35,5337,2023-04-28,247,28.0,216,8.82,1,3,4,High-Value At-Risk,job_e06ac3b9:35:5337
40,46425,2023-08-03,150,17.0,482,8.82,2,3,3,Average Purchaser,job_e06ac3b9:40:46425
42,44008,2023-06-29,185,21.0,371,8.81,5,4,4,Champion / Loyal,job_e06ac3b9:42:44008
27,44932,2023-06-29,185,21.0,317,8.81,3,5,5,Need Attention,job_e06ac3b9:27:44932
20,6184,2023-10-26,66,7.5,457,8.8,3,1,1,Average Purchaser,job_e06ac3b9:20:6184
37,1360,2023-05-25,220,25.0,299,8.8,4,4,4,Champion / Loyal,job_e06ac3b9:37:1360
46,23801,2022-12-09,387,44.0,389,8.8,1,4,4,High-Value At-Risk,job_e06ac3b9:46:23801
41,12099,2023-06-30,184,21.0,203,8.76,1,2,3,Average Purchaser,job_e06ac3b9:41:12099
49,14901,2023-07-18,166,19.0,438,8.74,1,3,2,Average Purchaser,job_e06ac3b9:49:14901
28,27156,2023-05-01,244,28.0,334,8.71,3,5,4,Need Attention,job_e06ac3b9:28:27156
54,40706,2023-06-14,200,23.0,473,8.7,4,5,5,Champion / Loyal,job_e06ac3b9:54:40706
54,1025,2023-06-01,213,24.5,478,8.69,4,5,5,Champion / Loyal,job_e06ac3b9:54:1025
7,13176,2023-09-09,113,13.0,303,8.69,1,4,4,High-Value At-Risk,job_e06ac3b9:7:13176
42,23909,2023-09-09,113,13.0,428,8.69,5,4,4,Champion / Loyal,job_e06ac3b9:42:23909
35,34969,2023-06-23,191,22.0,445,8.68,1,3,4,High-Value At-Risk,job_e06ac3b9:35:34969
63,14717,2023-05-02,243,28.0,79,8.68,3,5,5,Need Attention,job_e06ac3b9:63:14717
2,27966,2023-06-23,191,22.0,221,8.68,5,4,4,Champion / Loyal,job_e06ac3b9:2:27966
3,248,2023-07-19,165,19.0,297,8.68,3,3,3,Need Attention,job_e06ac3b9:3:248
35,6873,2023-06-23,191,22.0,495,8.68,1,3,4,High-Value At-Risk,job_e06ac3b9:35:6873
63,42294,2023-05-02,243,28.0,53,8.68,3,5,5,Need Attention,job_e06ac3b9:63:42294
62,20649,2023-07-28,156,18.0,96,8.67,3,3,3,Need Attention,job_e06ac3b9:62:20649
63,43086,2023-07-28,156,18.0,396,8.67,3,5,5,Need Attention,job_e06ac3b9:63:43086
35,47766,2023-08-19,134,15.5,124,8.65,1,3,4,High-Value At-Risk,job_e06ac3b9:35:47766
21,45636,2023-09-01,121,14.0,91,8.64,3,5,4,Need Attention,job_e06ac3b9:21:45636
56,2966,2023-10-23,69,8.0,205,8.62,2,3,4,High-Value At-Risk,job_e06ac3b9:56:2966
28,22451,2023-07-03,181,21.0,297,8.62,3,5,4,Need Attention,job_e06ac3b9:28:22451
57,13176,2023-09-10,112,13.0,303,8.62,1,4,3,High-Value At-Risk,job_e06ac3b9:57:13176
21,11662,2023-06-25,189,22.0,201,8.59,3,5,4,Need Attention,job_e06ac3b9:21:11662
60,41750,2023-05-22,223,26.0,245,8.58,4,3,3,Average Purchaser,job_e06ac3b9:60:41750
54,5769,2023-07-04,180,21.0,228,8.57,4,5,5,Champion / Loyal,job_e06ac3b9:54:5769
11,42585,2023-09-02,120,14.0,369,8.57,4,2,3,New / Promising,job_e06ac3b9:11:42585
11,35640,2023-09-02,120,14.0,193,8.57,4,2,3,New / Promising,job_e06ac3b9:11:35640
36,29298,2023-05-31,214,25.0,493,8.56,2,5,4,High-Value At-Risk,job_e06ac3b9:36:29298
27,23645,2023-07-13,171,20.0,89,8.55,3,5,5,Need Attention,job_e06ac3b9:27:23645
27,44548,2023-07-13,171,20.0,273,8.55,3,5,5,Need Attention,job_e06ac3b9:27:44548
27,24476,2023-07-13,171,20.0,369,8.55,3,5,5,Need Attention,job_e06ac3b9:27:24476
46,6934,2023-05-06,239,28.0,419,8.54,1,4,4,High-Value At-Risk,job_e06ac3b9:46:6934
46,16797,2023-07-22,162,19.0,432,8.53,1,4,4,High-Value At-Risk,job_e06ac3b9:46:16797
49,36180,2023-04-19,256,30.0,442,8.53,1,3,2,Average Purchaser,job_e06ac3b9:49:36180
27,47209,2023-08-25,128,15.0,180,8.53,3,5,5,Need Attention,job_e06ac3b9:27:47209
59,34684,2023-06-01,213,25.0,115,8.52,1,3,3,Average Purchaser,job_e06ac3b9:59:34684
21,7963,2023-07-14,170,20.0,272,8.5,3,5,4,Need Attention,job_e06ac3b9:21:7963
35,16290,2023-05-24,221,26.0,250,8.5,1,3,4,High-Value At-Risk,job_e06ac3b9:35:16290
54,7461,2023-05-07,238,28.0,149,8.5,4,5,5,Champion / Loyal,job_e06ac3b9:54:7461
54,16185,2023-05-07,238,28.0,356,8.5,4,5,5,Champion / Loyal,job_e06ac3b9:54:16185
50,5612,2023-10-24,68,8.0,342,8.5,5,5,5,Champion / Loyal,job_e06ac3b9:50:5612
17,45190,2023-05-03,242,28.5,275,8.49,1,5,5,High-Value At-Risk,job_e06ac3b9:17:45190
37,36606,2023-05-25,220,26.0,193,8.46,4,4,4,Champion / Loyal,job_e06ac3b9:37:36606
35,45104,2023-07-15,169,20.0,386,8.45,1,3,4,High-Value At-Risk,job_e06ac3b9:35:45104
27,43858,2023-07-15,169,20.0,199,8.45,3,5,5,Need Attention,job_e06ac3b9:27:43858
21,45603,2023-08-01,152,18.0,332,8.44,3,5,4,Need Attention,job_e06ac3b9:21:45603
64,49052,2023-09-04,118,14.0,493,8.43,5,3,4,Average Purchaser,job_e06ac3b9:64:49052
64,21475,2023-09-04,118,14.0,342,8.43,5,3,4,Average Purchaser,job_e06ac3b9:64:21475
50,9666,2023-05-26,219,26.0,152,8.42,5,5,5,Champion / Loyal,job_e06ac3b9:50:9666
54,7620,2023-03-28,278,33.0,146,8.42,4,5,5,Champion / Loyal,job_e06ac3b9:54:7620
43,47145,2023-07-20,164,19.5,126,8.41,1,3,4,High-Value At-Risk,job_e06ac3b9:43:47145
21,15902,2023-08-27,126,15.0,213,8.4,3,5,4,Need Attention,job_e06ac3b9:21:15902
36,42110,2023-03-04,302,36.0,194,8.39,2,5,4,High-Value At-Risk,job_e06ac3b9:36:42110
14,44212,2023-05-10,235,28.0,343,8.39,2,4,4,High-Value At-Risk,job_e06ac3b9:14:44212
41,47766,2023-08-23,130,15.5,124,8.39,1,2,3,Average Purchaser,job_e06ac3b9:41:47766
14,12358,2023-05-10,235,28.0,81,8.39,2,4,4,High-Value At-Risk,job_e06ac3b9:14:12358
42,36315,2023-07-08,176,21.0,336,8.38,5,4,4,Champion / Loyal,job_e06ac3b9:42:36315
42,4516,2023-07-08,176,21.0,395,8.38,5,4,4,Champion / Loyal,job_e06ac3b9:42:4516
42,23405,2023-07-08,176,21.0,60,8.38,5,4,4,Champion / Loyal,job_e06ac3b9:42:23405
