id,run_id,policy_version,action_type,parameter_value,policy_passed,expected_value_proxy,evidence,constraints_applied,llm_explanation
act_617cf4d9,run_v0_001,v0_baseline,DISCOUNT,0.15,True,19.95,"{""customer_id"": ""42"", ""product_id"": ""34594"", ""rfm_segment"": ""Champion / Loyal"", ""overdue_ratio"": 17.38, ""inventory_level"": 79, ""gross_margin_pct"": 0.42}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 34594 replenishment is 1638% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (27%) and inventory is above floor."
act_32969241,run_v0_001,v0_baseline,NO_ACTION,0.0,False,22.05,"{""customer_id"": ""43"", ""product_id"": ""27086"", ""rfm_segment"": ""High-Value At-Risk"", ""overdue_ratio"": 20.89, ""inventory_level"": 288, ""gross_margin_pct"": 0.27}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.12)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_0d8e476c,run_v0_001,v0_baseline,DISCOUNT,0.15,True,5.55,"{""customer_id"": ""44"", ""product_id"": ""23341"", ""rfm_segment"": ""Low-Value / Lost"", ""overdue_ratio"": 11.42, ""inventory_level"": 330, ""gross_margin_pct"": 0.38}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 23341 replenishment is 1042% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (23%) and inventory is above floor."
act_8f0f4519,run_v0_001,v0_baseline,DISCOUNT,0.15,True,2.7,"{""customer_id"": ""45"", ""product_id"": ""47965"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 6.9, ""inventory_level"": 150, ""gross_margin_pct"": 0.43}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 47965 replenishment is 590% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (28%) and inventory is above floor."
act_681e86b7,run_v0_001,v0_baseline,DISCOUNT,0.15,True,23.55,"{""customer_id"": ""46"", ""product_id"": ""41844"", ""rfm_segment"": ""High-Value At-Risk"", ""overdue_ratio"": 21.11, ""inventory_level"": 287, ""gross_margin_pct"": 0.39}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 41844 replenishment is 2011% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (24%) and inventory is above floor."
act_91c5f121,run_v0_001,v0_baseline,NO_ACTION,0.0,False,3.9,"{""customer_id"": ""47"", ""product_id"": ""11204"", ""rfm_segment"": ""New / Promising"", ""overdue_ratio"": 5.62, ""inventory_level"": 489, ""gross_margin_pct"": 0.11}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=-0.04)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_e13abab2,run_v0_001,v0_baseline,DISCOUNT,0.15,True,16.95,"{""customer_id"": ""48"", ""product_id"": ""22613"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 16.64, ""inventory_level"": 252, ""gross_margin_pct"": 0.35}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 22613 replenishment is 1564% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (20%) and inventory is above floor."
act_05d5aff3,run_v0_001,v0_baseline,NO_ACTION,0.0,False,7.05,"{""customer_id"": ""49"", ""product_id"": ""2966"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 32.0, ""inventory_level"": 205, ""gross_margin_pct"": 0.25}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.1)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_b24e4b05,run_v0_001,v0_baseline,DISCOUNT,0.15,True,67.95,"{""customer_id"": ""50"", ""product_id"": ""18140"", ""rfm_segment"": ""Champion / Loyal"", ""overdue_ratio"": 25.93, ""inventory_level"": 358, ""gross_margin_pct"": 0.43}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 18140 replenishment is 2493% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (28%) and inventory is above floor."
act_c2f55b76,run_v0_001,v0_baseline,NO_ACTION,0.0,False,4.35,"{""customer_id"": ""51"", ""product_id"": ""20115"", ""rfm_segment"": ""New / Promising"", ""overdue_ratio"": 5.2, ""inventory_level"": 377, ""gross_margin_pct"": 0.21}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.06)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_14c89b10,run_v0_001,v0_baseline,NO_ACTION,0.0,False,25.35,"{""customer_id"": ""52"", ""product_id"": ""6184"", ""rfm_segment"": ""Need Attention"", ""overdue_ratio"": 16.53, ""inventory_level"": 457, ""gross_margin_pct"": 0.26}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.11)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_f73e1588,run_v0_001,v0_baseline,DISCOUNT,0.15,True,5.25,"{""customer_id"": ""53"", ""product_id"": ""45541"", ""rfm_segment"": ""New / Promising"", ""overdue_ratio"": 5.33, ""inventory_level"": 368, ""gross_margin_pct"": 0.49}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 45541 replenishment is 433% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (34%) and inventory is above floor."
act_24cef9e9,run_v0_001,v0_baseline,DISCOUNT,0.15,True,92.85,"{""customer_id"": ""54"", ""product_id"": ""11005"", ""rfm_segment"": ""Champion / Loyal"", ""overdue_ratio"": 32.0, ""inventory_level"": 281, ""gross_margin_pct"": 0.46}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 11005 replenishment is 3100% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (31%) and inventory is above floor."
act_377cfec2,run_v0_001,v0_baseline,DISCOUNT,0.15,True,13.05,"{""customer_id"": ""55"", ""product_id"": ""26172"", ""rfm_segment"": ""Need Attention"", ""overdue_ratio"": 15.0, ""inventory_level"": 153, ""gross_margin_pct"": 0.36}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 26172 replenishment is 1400% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (21%) and inventory is above floor."
act_1b19f427,run_v0_001,v0_baseline,DISCOUNT,0.15,True,21.75,"{""customer_id"": ""56"", ""product_id"": ""47652"", ""rfm_segment"": ""High-Value At-Risk"", ""overdue_ratio"": 14.17, ""inventory_level"": 250, ""gross_margin_pct"": 0.47}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 47652 replenishment is 1317% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (32%) and inventory is above floor."
act_5d18f6fc,run_v0_001,v0_baseline,DISCOUNT,0.15,True,10.8,"{""customer_id"": ""57"", ""product_id"": ""6753"", ""rfm_segment"": ""High-Value At-Risk"", ""overdue_ratio"": 10.0, ""inventory_level"": 354, ""gross_margin_pct"": 0.33}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 6753 replenishment is 900% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (18%) and inventory is above floor."
act_78cd024f,run_v0_001,v0_baseline,NO_ACTION,0.0,False,14.55,"{""customer_id"": ""58"", ""product_id"": ""2151"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 11.42, ""inventory_level"": 476, ""gross_margin_pct"": 0.11}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=-0.04)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_0840c27e,run_v0_001,v0_baseline,DISCOUNT,0.15,True,13.8,"{""customer_id"": ""59"", ""product_id"": ""36039"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 21.3, ""inventory_level"": 110, ""gross_margin_pct"": 0.39}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 36039 replenishment is 2030% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (24%) and inventory is above floor."
act_ad57ecc9,run_v0_001,v0_baseline,DISCOUNT,0.15,True,10.05,"{""customer_id"": ""60"", ""product_id"": ""41950"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 16.52, ""inventory_level"": 369, ""gross_margin_pct"": 0.41}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 41950 replenishment is 1552% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (26%) and inventory is above floor."
act_dc0def81,run_v0_001,v0_baseline,NO_ACTION,0.0,False,13.05,"{""customer_id"": ""61"", ""product_id"": ""38154"", ""rfm_segment"": ""New / Promising"", ""overdue_ratio"": 8.36, ""inventory_level"": 368, ""gross_margin_pct"": 0.16}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.01)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_3cbe3555,run_v0_001,v0_baseline,DISCOUNT,0.15,True,12.0,"{""customer_id"": ""62"", ""product_id"": ""43352"", ""rfm_segment"": ""Need Attention"", ""overdue_ratio"": 19.5, ""inventory_level"": 462, ""gross_margin_pct"": 0.4}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 43352 replenishment is 1850% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (25%) and inventory is above floor."
act_ad7b2131,run_v0_001,v0_baseline,DISCOUNT,0.15,True,75.6,"{""customer_id"": ""63"", ""product_id"": ""42828"", ""rfm_segment"": ""Need Attention"", ""overdue_ratio"": 38.6, ""inventory_level"": 68, ""gross_margin_pct"": 0.47}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 42828 replenishment is 3760% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (32%) and inventory is above floor."
act_c917c0fd,run_v0_001,v0_baseline,NO_ACTION,0.0,False,20.25,"{""customer_id"": ""64"", ""product_id"": ""4210"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 14.86, ""inventory_level"": 443, ""gross_margin_pct"": 0.17}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.02)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
