order_id,user_id,order_number,days_since_prior_order,order_ts
2197066,50,3,9.0,2023-01-11
3131103,50,2,10.0,2023-01-02
1363380,50,1,0.0,2022-12-23
2174416,51,4,16.0,2023-12-25
2151817,51,3,17.0,2023-12-09
1505429,51,2,13.0,2023-11-22
1099991,51,1,0.0,2023-11-09
1647290,52,28,3.0,2023-12-06
1588305,52,27,10.0,2023-12-03
2127348,52,26,18.0,2023-11-23
3306717,52,25,13.0,2023-11-05
1030102,52,24,8.0,2023-10-23
1856103,52,23,7.0,2023-10-15
1307894,52,22,10.0,2023-10-08
2695875,52,21,30.0,2023-09-28
3146572,52,20,5.0,2023-08-29
180919,52,19,8.0,2023-08-24
1498922,52,18,14.0,2023-08-16
1122089,52,17,6.0,2023-08-02
2331002,52,16,8.0,2023-07-27
1268191,52,15,8.0,2023-07-19
1838593,52,14,7.0,2023-07-11
2906390,52,13,7.0,2023-07-04
944694,52,12,6.0,2023-06-27
2542086,52,11,7.0,2023-06-21
1520353,52,10,8.0,2023-06-14
342306,52,9,7.0,2023-06-06
1551977,52,8,6.0,2023-05-30
2428073,52,7,8.0,2023-05-24
1680554,52,6,6.0,2023-05-16
580568,52,5,8.0,2023-05-10
2100631,52,4,7.0,2023-05-02
1261384,52,3,7.0,2023-04-25
1318871,52,2,7.0,2023-04-18
2497897,52,1,0.0,2023-04-11
3088145,53,4,13.0,2023-12-13
227361,53,3,16.0,2023-11-30
2239092,53,2,17.0,2023-11-14
3364570,53,1,0.0,2023-10-28
1325316,54,78,1.0,2023-12-09
596690,54,77,1.0,2023-12-08
2004727,54,76,8.0,2023-12-07
75972,54,75,2.0,2023-11-29
3161832,54,74,2.0,2023-11-27
1456703,54,73,1.0,2023-11-25
865967,54,72,4.0,2023-11-24
1404810,54,71,3.0,2023-11-20
1743688,54,70,3.0,2023-11-17
1107137,54,69,4.0,2023-11-14
496907,54,68,4.0,2023-11-10
3147262,54,67,0.0,2023-11-06
100777,54,66,7.0,2023-11-06
1000935,54,65,10.0,2023-10-30
2101107,54,64,4.0,2023-10-20
2340803,54,63,2.0,2023-10-16
910390,54,62,6.0,2023-10-14
1433019,54,61,4.0,2023-10-08
3370941,54,60,2.0,2023-10-04
899785,54,59,5.0,2023-10-02
1967453,54,58,7.0,2023-09-27
3137144,54,57,2.0,2023-09-20
692802,54,56,1.0,2023-09-18
1683909,54,55,18.0,2023-09-17
1598289,54,54,8.0,2023-08-30
3201675,54,53,1.0,2023-08-22
1162211,54,52,2.0,2023-08-21
1102893,54,51,2.0,2023-08-19
1794598,54,50,1.0,2023-08-17
2018396,54,49,2.0,2023-08-16
1902195,54,48,4.0,2023-08-14
3290450,54,47,5.0,2023-08-10
2058687,54,46,5.0,2023-08-05
2960216,54,45,1.0,2023-07-31
3270096,54,44,6.0,2023-07-30
159678,54,43,3.0,2023-07-24
2861721,54,42,2.0,2023-07-21
1893574,54,41,3.0,2023-07-19
1840067,54,40,4.0,2023-07-16
3066373,54,39,0.0,2023-07-12
3336359,54,38,7.0,2023-07-12
3249202,54,37,1.0,2023-07-05
3184864,54,36,4.0,2023-07-04
2648531,54,35,1.0,2023-06-30
2413026,54,34,13.0,2023-06-29
1630627,54,33,2.0,2023-06-16
1339168,54,32,2.0,2023-06-14
3167855,54,31,1.0,2023-06-12
2143390,54,30,6.0,2023-06-11
51418,54,29,0.0,2023-06-05
3135095,54,28,1.0,2023-06-05
2916715,54,27,3.0,2023-06-04
2045952,54,26,1.0,2023-06-01
2917598,54,25,7.0,2023-05-31
311292,54,24,1.0,2023-05-24
2983519,54,23,13.0,2023-05-23
640014,54,22,2.0,2023-05-10
1321441,54,21,1.0,2023-05-08
905479,54,20,4.0,2023-05-07
2326857,54,19,12.0,2023-05-03
3084020,54,18,9.0,2023-04-21
1376661,54,17,12.0,2023-04-12
378070,54,16,3.0,2023-03-31
1182951,54,15,12.0,2023-03-28
638726,54,14,7.0,2023-03-16
939629,54,13,2.0,2023-03-09
881725,54,12,8.0,2023-03-07
862838,54,11,2.0,2023-02-27
2205320,54,10,5.0,2023-02-25
3121842,54,9,20.0,2023-02-20
631226,54,8,13.0,2023-01-31
2008078,54,7,5.0,2023-01-18
142873,54,6,9.0,2023-01-13
1514655,54,5,5.0,2023-01-04
2548338,54,4,4.0,2022-12-30
3337837,54,3,11.0,2022-12-26
1546110,54,2,5.0,2022-12-15
79015,54,1,0.0,2022-12-10
39325,55,8,30.0,2023-12-02
2206148,55,7,13.0,2023-11-02
1677021,55,6,28.0,2023-10-20
2986671,55,5,15.0,2023-09-22
3114269,55,4,13.0,2023-09-07
3057843,55,3,28.0,2023-08-25
2006658,55,2,9.0,2023-07-28
2080943,55,1,0.0,2023-07-19
13318,56,13,6.0,2023-11-19
1836190,56,12,8.0,2023-11-13
2139271,56,11,13.0,2023-11-05
1327957,56,10,8.0,2023-10-23
1221340,56,9,8.0,2023-10-15
758679,56,8,5.0,2023-10-07
976101,56,7,8.0,2023-10-02
1271686,56,6,8.0,2023-09-24
1507154,56,5,6.0,2023-09-16
1909697,56,4,4.0,2023-09-10
2511442,56,3,3.0,2023-09-06
807593,56,2,7.0,2023-09-03
2654273,56,1,0.0,2023-08-27
320326,57,15,8.0,2023-11-10
2676852,57,14,10.0,2023-11-02
1775331,57,13,11.0,2023-10-23
949025,57,12,4.0,2023-10-12
839442,57,11,3.0,2023-10-08
2380545,57,10,10.0,2023-10-05
1545777,57,9,6.0,2023-09-25
463436,57,8,9.0,2023-09-19
435581,57,7,12.0,2023-09-10
1623693,57,6,13.0,2023-08-29
2047997,57,5,7.0,2023-08-16
48293,57,4,9.0,2023-08-09
1456958,57,3,6.0,2023-07-31
1435093,57,2,5.0,2023-07-25
1381572,57,1,0.0,2023-07-20
2128599,58,16,7.0,2023-12-14
1976929,58,15,6.0,2023-12-07
2144995,58,14,30.0,2023-12-01
2023100,58,13,7.0,2023-11-01
2830335,58,12,16.0,2023-10-25
139882,58,11,9.0,2023-10-09
2143792,58,10,7.0,2023-09-30
1867561,58,9,15.0,2023-09-23
326173,58,8,9.0,2023-09-08
1089058,58,7,3.0,2023-08-30
3097573,58,6,4.0,2023-08-27
164627,58,5,7.0,2023-08-23
1578027,58,4,1.0,2023-08-16
714002,58,3,13.0,2023-08-15
692224,58,2,3.0,2023-08-02
913794,58,1,0.0,2023-07-30
1651215,59,11,10.0,2023-11-09
1625716,59,10,11.0,2023-10-30
1794276,59,9,30.0,2023-10-19
2994801,59,8,29.0,2023-09-19
2756878,59,7,14.0,2023-08-21
1071381,59,6,20.0,2023-08-07
2395967,59,5,15.0,2023-07-18
3050891,59,4,2.0,2023-07-03
2149689,59,3,6.0,2023-07-01
1385031,59,2,24.0,2023-06-25
584586,59,1,0.0,2023-06-01
1099519,60,9,30.0,2023-12-12
1597833,60,8,30.0,2023-11-12
2132947,60,7,30.0,2023-10-13
989260,60,6,25.0,2023-09-13
3224056,60,5,24.0,2023-08-19
1783260,60,4,28.0,2023-07-26
291527,60,3,11.0,2023-06-28
1205618,60,2,26.0,2023-06-17
2769226,60,1,0.0,2023-05-22
144494,61,5,17.0,2023-12-30
1713067,61,4,30.0,2023-12-13
3160844,61,3,14.0,2023-11-13
1839867,61,2,30.0,2023-10-30
817409,61,1,0.0,2023-09-30
1019719,62,11,29.0,2023-12-03
479208,62,10,4.0,2023-11-04
2512030,62,9,14.0,2023-10-31
1812321,62,8,30.0,2023-10-17
1275664,62,7,18.0,2023-09-17
2655621,62,6,14.0,2023-08-30
1376443,62,5,4.0,2023-08-16
3349827,62,4,15.0,2023-08-12
2163945,62,3,30.0,2023-07-28
964058,62,2,10.0,2023-06-28
2887267,62,1,0.0,2023-06-18
2989905,63,40,13.0,2023-12-05
443742,63,39,13.0,2023-11-22
1223316,63,38,9.0,2023-11-09
2617055,63,37,12.0,2023-10-31
2190355,63,36,14.0,2023-10-19
1816750,63,35,14.0,2023-10-05
77449,63,34,12.0,2023-09-21
586227,63,33,9.0,2023-09-09
1023454,63,32,6.0,2023-08-31
1128333,63,31,4.0,2023-08-25
2352518,63,30,4.0,2023-08-21
3301134,63,29,11.0,2023-08-17
97480,63,28,9.0,2023-08-06
383458,63,27,11.0,2023-07-28
1580628,63,26,5.0,2023-07-17
2158097,63,25,8.0,2023-07-12
2793873,63,24,3.0,2023-07-04
3028801,63,23,7.0,2023-07-01
1764004,63,22,5.0,2023-06-24
2838026,63,21,2.0,2023-06-19
2104282,63,20,7.0,2023-06-17
1023723,63,19,5.0,2023-06-10
561303,63,18,4.0,2023-06-05
3140578,63,17,19.0,2023-06-01
390867,63,16,5.0,2023-05-13
2286777,63,15,6.0,2023-05-08
107377,63,14,7.0,2023-05-02
226861,63,13,7.0,2023-04-25
863243,63,12,6.0,2023-04-18
1225619,63,11,5.0,2023-04-12
973757,63,10,2.0,2023-04-07
495013,63,9,26.0,2023-04-05
2644515,63,8,15.0,2023-03-10
3077044,63,7,9.0,2023-02-23
1538989,63,6,12.0,2023-02-14
414538,63,5,8.0,2023-02-02
3092533,63,4,24.0,2023-01-25
1763414,63,3,11.0,2023-01-01
2568280,63,2,11.0,2022-12-21
2205298,63,1,0.0,2022-12-10
2639013,64,11,27.0,2023-12-19
3129760,64,10,9.0,2023-11-22
2754807,64,9,7.0,2023-11-13
3215917,64,8,15.0,2023-11-06
2302602,64,7,9.0,2023-10-22
629726,64,6,19.0,2023-10-13
33681,64,5,6.0,2023-09-24
2507322,64,4,12.0,2023-09-18
2057180,64,3,2.0,2023-09-06
2601258,64,2,11.0,2023-09-04
802141,64,1,0.0,2023-08-24
